Entity,Code,Day,75+_start,75-79_start,60-64_start,0-17_start,80+_start,65-69_start,70-74_start,18-24_start,65-74_start,45-54_start,50-54_start,55-59_start,50-59_start,35-44_start,18-29_start,70-79_start,25-49_start,25-34_start,60-69_start,30-39_start,40-49_start,55-64_start,12-17_start,10-19_start,20-29_start,0-9_start,12-15_start,16-19_start,5-11_start,80-89_start,90-99_start,15-17_start,0-4_start,5-9_start,10-14_start
Austria,AUT,2021-01-08,,,,,1.24,,,0.13,,,,,0.54,,,0.27,0.39,,0.33,,,,,,,,,,,,,0.01,0,0,
Austria,AUT,2021-01-15,,,,,6.09,,,0.45,,,,,1.82,,,1.3,1.19,,1.31,,,,,,,,,,,,,0.04,0,0,0
Austria,AUT,2021-01-22,,,,,11.78,,,0.87,,,,,3.16,,,2.16,2.18,,2.13,,,,,,,,,,,,,0.05,0,0,0
Austria,AUT,2021-01-29,,,,,14.16,,,1.04,,,,,3.56,,,2.38,2.48,,2.39,,,,,,,,,,,,,0.05,0,0,0
Austria,AUT,2021-02-05,,,,,14.96,,,1.16,,,,,3.87,,,2.53,2.7,,2.58,,,,,,,,,,,,,0.06,0,0,0
Austria,AUT,2021-02-12,,,,,15.89,,,1.53,,,,,4.33,,,2.75,3.06,,2.86,,,,,,,,,,,,,0.07,0,0,0
Austria,AUT,2021-02-19,,,,,20.21,,,2.02,,,,,5.17,,,3.08,3.73,,3.37,,,,,,,,,,,,,0.08,0,0,0
Austria,AUT,2021-02-26,,,,,27.85,,,2.97,,,,,6.47,,,3.57,4.83,,4.24,,,,,,,,,,,,,0.1,0,0,0
Austria,AUT,2021-03-05,,,,,43.93,,,3.76,,,,,7.95,,,4.63,5.91,,5.37,,,,,,,,,,,,,0.12,0,0,0
Austria,AUT,2021-03-12,,,,,57.57,,,5.16,,,,,10.46,,,8.22,7.96,,8.18,,,,,,,,,,,,,0.39,0,0,0
Austria,AUT,2021-03-19,,,,,66.93,,,5.87,,,,,12.45,,,13.9,9.31,,11.06,,,,,,,,,,,,,0.46,0,0,0.01
Austria,AUT,2021-03-26,,,,,71.98,,,6.52,,,,,14.29,,,19.11,10.54,,13.47,,,,,,,,,,,,,0.51,0,0,0.01
Austria,AUT,2021-04-02,,,,,78.51,,,6.89,,,,,15.31,,,27.07,11.12,,15.13,,,,,,,,,,,,,0.54,0,0,0.01
Austria,AUT,2021-04-09,,,,,84.28,,,7.23,,,,,16.44,,,40.61,11.71,,19.9,,,,,,,,,,,,,0.58,0,0,0.01
Austria,AUT,2021-04-16,,,,,88.35,,,7.73,,,,,18.65,,,54.73,12.82,,27.9,,,,,,,,,,,,,0.66,0,0,0.01
Austria,AUT,2021-04-23,,,,,90.32,,,8.62,,,,,22.43,,,64,14.59,,37.71,,,,,,,,,,,,,0.84,0.01,0,0.01
Austria,AUT,2021-04-30,,,,,91.59,,,9.85,,,,,27.24,,,68.21,16.51,,49.23,,,,,,,,,,,,,1.02,0.01,0.01,0.01
Austria,AUT,2021-05-07,,,,,93.09,,,11.83,,,,,34.38,,,71.78,19.74,,58,,,,,,,,,,,,,1.35,0.01,0.01,0.01
Austria,AUT,2021-05-14,,,,,94.09,,,14.17,,,,,42.34,,,73.77,23.27,,64.47,,,,,,,,,,,,,1.79,0.01,0.01,0.02
Austria,AUT,2021-05-21,,,,,95.2,,,17.01,,,,,49.49,,,75.77,28.34,,71.09,,,,,,,,,,,,,2.69,0.01,0.01,0.03
Austria,AUT,2021-05-28,,,,,95.85,,,19.83,,,,,53.95,,,76.81,32.61,,74.28,,,,,,,,,,,,,3.51,0.01,0.01,0.04
Austria,AUT,2021-06-04,,,,,96.5,,,24.22,,,,,59.09,,,77.76,38.15,,76.77,,,,,,,,,,,,,5.29,0.01,0.01,0.24
Austria,AUT,2021-06-11,,,,,97.04,,,29.62,,,,,63.92,,,78.5,43.35,,78.27,,,,,,,,,,,,,8.45,0.02,0.01,0.68
Austria,AUT,2021-06-18,,,,,97.61,,,34.4,,,,,66.81,,,79.24,48.01,,79.65,,,,,,,,,,,,,13.16,0.02,0.02,1.87
Austria,AUT,2021-06-25,,,,,98.05,,,38.82,,,,,68.34,,,79.79,52,,80.59,,,,,,,,,,,,,18.92,0.02,0.02,3.74
Austria,AUT,2021-07-02,,,,,98.5,,,43.6,,,,,69.82,,,80.37,55.38,,81.53,,,,,,,,,,,,,25.69,0.02,0.02,5.99
Austria,AUT,2021-07-09,,,,,98.88,,,48.53,,,,,70.95,,,80.85,57.72,,82.34,,,,,,,,,,,,,29.76,0.03,0.02,7.24
Austria,AUT,2021-07-16,,,,,99.24,,,50.96,,,,,71.93,,,81.31,59.18,,83.08,,,,,,,,,,,,,34.94,0.03,0.02,9.37
Austria,AUT,2021-07-23,,,,,99.61,,,53.02,,,,,72.81,,,81.75,60.51,,83.75,,,,,,,,,,,,,37.73,0.03,0.02,10.5
Austria,AUT,2021-07-30,,,,,99.88,,,54.22,,,,,73.33,,,82.04,61.28,,84.18,,,,,,,,,,,,,39.81,0.03,0.02,11.37
Austria,AUT,2021-08-06,,,,,100.14,,,55.34,,,,,73.89,,,82.35,62.04,,84.63,,,,,,,,,,,,,41.69,0.03,0.03,12.32
Austria,AUT,2021-08-13,,,,,100.33,,,56.07,,,,,74.27,,,82.56,62.55,,84.94,,,,,,,,,,,,,42.92,0.03,0.03,12.98
Austria,AUT,2021-08-20,,,,,100.57,,,56.92,,,,,74.72,,,82.8,63.19,,85.28,,,,,,,,,,,,,44.31,0.03,0.03,13.82
Austria,AUT,2021-08-27,,,,,100.8,,,57.82,,,,,75.18,,,83.04,63.83,,85.64,,,,,,,,,,,,,45.91,0.03,0.03,14.77
Austria,AUT,2021-09-03,,,,,101.03,,,58.79,,,,,75.62,,,83.27,64.5,,85.98,,,,,,,,,,,,,47.62,0.03,0.04,15.78
Austria,AUT,2021-09-10,,,,,101.27,,,59.86,,,,,76.1,,,83.51,65.28,,86.34,,,,,,,,,,,,,49.37,0.03,0.05,16.79
Austria,AUT,2021-09-17,,,,,101.55,,,61.04,,,,,76.64,,,83.77,66.13,,86.72,,,,,,,,,,,,,51.23,0.04,0.07,17.81
Austria,AUT,2021-09-24,,,,,101.84,,,62.17,,,,,77.15,,,84.02,66.94,,87.08,,,,,,,,,,,,,53.03,0.04,0.1,18.8
Austria,AUT,2021-10-01,,,,,102.06,,,63.08,,,,,77.53,,,84.2,67.56,,87.35,,,,,,,,,,,,,54.38,0.05,0.16,19.72
Austria,AUT,2021-10-08,,,,,102.29,,,63.84,,,,,77.82,,,84.36,68.06,,87.56,,,,,,,,,,,,,55.48,0.05,0.21,20.44
Austria,AUT,2021-10-15,,,,,102.46,,,64.44,,,,,78.07,,,84.47,68.47,,87.74,,,,,,,,,,,,,56.41,0.05,0.27,21.1
Austria,AUT,2021-10-22,,,,,102.62,,,65.16,,,,,78.4,,,84.59,69.04,,87.93,,,,,,,,,,,,,57.4,0.06,0.34,21.77
Austria,AUT,2021-10-29,,,,,102.75,,,66.24,,,,,78.91,,,84.7,69.94,,88.15,,,,,,,,,,,,,58.78,0.06,0.39,22.58
Austria,AUT,2021-11-05,,,,,102.91,,,67.89,,,,,79.66,,,84.86,71.28,,88.48,,,,,,,,,,,,,60.92,0.07,0.51,23.78
Austria,AUT,2021-11-12,,,,,103.26,,,70.79,,,,,80.92,,,85.25,73.44,,89.19,,,,,,,,,,,,,65.33,0.08,0.78,25.9
Austria,AUT,2021-11-19,,,,,103.69,,,72.81,,,,,81.91,,,85.67,75.09,,89.91,,,,,,,,,,,,,68.49,0.1,1.62,28.48
Austria,AUT,2021-11-26,,,,,104.16,,,73.77,,,,,82.53,,,86.08,75.99,,90.48,,,,,,,,,,,,,70.01,0.14,5.12,32.02
Austria,AUT,2021-12-03,,,,,104.6,,,74.42,,,,,82.94,,,86.41,76.6,,90.91,,,,,,,,,,,,,71,0.18,9.65,35.75
Austria,AUT,2021-12-10,,,,,105,,,75.11,,,,,83.3,,,86.69,77.17,,91.3,,,,,,,,,,,,,72.1,0.22,12.98,38.43
Austria,AUT,2021-12-17,,,,,105.75,,,75.95,,,,,83.71,,,87.16,77.82,,91.82,,,,,,,,,,,,,73.38,0.27,15.6,40.61
Austria,AUT,2021-12-24,,,,,106.11,,,76.37,,,,,83.89,,,87.35,78.11,,92.04,,,,,,,,,,,,,74.01,0.3,16.89,41.76
Austria,AUT,2021-12-31,,,,,106.27,,,76.66,,,,,83.99,,,87.44,78.31,,92.14,,,,,,,,,,,,,74.62,0.32,17.97,42.8
Austria,AUT,2022-01-07,,,,,106.43,,,77.05,,,,,84.12,,,87.53,78.57,,92.24,,,,,,,,,,,,,75.33,0.36,19.46,44.17
Austria,AUT,2022-01-11,,,,,106.5,,,77.18,,,,,84.16,,,87.58,78.66,,92.29,,,,,,,,,,,,,75.51,0.4,19.79,44.41
Belgium,BEL,2021-01-08,,,,,2.3,,,0.04,,,,,0.16,,,0.37,0.12,,0.17,,,,,,,,,,,,,,,,
Belgium,BEL,2021-01-15,,,,,10.52,,,0.24,,,,,0.75,,,1.58,0.53,,0.71,,,,,,,,,,,,,,,,
Belgium,BEL,2021-01-22,,,,,15.17,,,0.99,,,,,2.04,,,2.61,1.63,,1.63,,,,,,,,,,,,,,,,
Belgium,BEL,2021-01-29,,,,,16.44,,,1.53,,,,,2.89,,,3.04,2.38,,2.17,,,,,,,,,,,,,,,,
Belgium,BEL,2021-02-05,,,,,17.07,,,1.82,,,,,3.5,,,3.27,2.92,,2.55,,,,,,,,,,,,,,,,
Belgium,BEL,2021-02-12,,,,,17.38,,,2.02,,,,,4.01,,,3.42,3.32,,2.85,,,,,,,,,,,,,,,,
Belgium,BEL,2021-02-19,,,,,17.52,,,2.47,,,,,4.74,,,3.56,4.02,,3.2,,,,,,,,,,,,,,,,
Belgium,BEL,2021-02-26,,,,,17.65,,,3.19,,,,,6.15,,,3.73,5.39,,3.67,,,,,,,,,,,,,,,,
Belgium,BEL,2021-03-05,,,,,18.77,,,4.4,,,,,8.13,,,4.38,7.29,,4.64,,,,,,,,,,,,,,,,
Belgium,BEL,2021-03-12,,,,,20.83,,,5.51,,,,,9.84,,,6.06,8.86,,6.32,,,,,,,,,,,,,,,,
Belgium,BEL,2021-03-19,,,,,34.02,,,6.49,,,,,11.31,,,11.34,9.87,,8.67,,,,,,,,,,,,,,,,
Belgium,BEL,2021-03-26,,,,,51.68,,,7.04,,,,,12.21,,,18.59,10.52,,10.51,,,,,,,,,,,,,,,,
Belgium,BEL,2021-04-02,,,,,73.78,,,7.42,,,,,12.92,,,26.54,11.04,,12.49,,,,,,,,,,,,,,,,
Belgium,BEL,2021-04-09,,,,,80.85,,,7.75,,,,,13.76,,,52.51,11.48,,17.47,,,,,,,,,,,,,,,,
Belgium,BEL,2021-04-16,,,,,83.27,,,8.24,,,,,15.33,,,77.86,11.9,,25.3,,,,,,,,,,,,,,,,
Belgium,BEL,2021-04-23,,,,,84.44,,,8.8,,,,,19.02,,,88.32,12.52,,40.66,,,,,,,,,,,,,,,,
Belgium,BEL,2021-04-30,,,,,85.51,,,9.41,,,,,23.94,,,90.09,13.38,,57.51,,,,,,,,,,,,,,,,
Belgium,BEL,2021-05-07,,,,,86.77,,,10.05,,,,,32.86,,,91.56,15.72,,75.3,,,,,,,,,,,,,,,,
Belgium,BEL,2021-05-14,,,,,87.45,,,10.73,,,,,41.19,,,92.42,18.74,,79.4,,,,,,,,,,,,,,,,
Belgium,BEL,2021-05-21,,,,,88.13,,,11.38,,,,,56.67,,,93.06,22.93,,82.26,,,,,,,,,,,,,,,,
Belgium,BEL,2021-05-28,,,,,88.49,,,12.32,,,,,60.5,,,93.37,26.94,,84.12,,,,,,,,,,,,,,,,
Belgium,BEL,2021-06-04,,,,,88.93,,,14.42,,,,,71.71,,,93.8,33.01,,89.19,,,,,,,,,,,,,,,,
Belgium,BEL,2021-06-11,,,,,89.27,,,17.45,,,,,83.29,,,94.14,41.13,,90.54,,,,,,,,,,,,,,,,
Belgium,BEL,2021-06-18,,,,,89.54,,,24.37,,,,,85.81,,,94.42,56.48,,91.09,,,,,,,,,,,,,,,,
Belgium,BEL,2021-06-25,,,,,89.74,,,37.92,,,,,86.6,,,94.63,67.95,,91.43,,,,,,,,,,,,,,,,
Belgium,BEL,2021-07-02,,,,,89.88,,,51.86,,,,,87.08,,,94.79,74.29,,91.68,,,,,,,,,,,,,,,,
Belgium,BEL,2021-07-09,,,,,90.06,,,61.73,,,,,87.45,,,95,75.64,,91.93,,,,,,,,,,,,,,,,
Belgium,BEL,2021-07-16,,,,,90.3,,,67.81,,,,,87.9,,,95.29,76.69,,92.26,,,,,,,,,,,,,,,,
Belgium,BEL,2021-07-23,,,,,90.47,,,69.87,,,,,88.27,,,95.47,77.35,,92.51,,,,,,,,,,,,,,,,
Belgium,BEL,2021-07-30,,,,,90.6,,,71.13,,,,,88.6,,,95.63,77.96,,92.72,,,,,,,,,,,,,,,,
Belgium,BEL,2021-08-06,,,,,90.7,,,72.31,,,,,88.93,,,95.77,78.61,,92.94,,,,,,,,,,,,,,,,
Belgium,BEL,2021-08-13,,,,,90.8,,,73.25,,,,,89.2,,,95.88,79.19,,93.09,,,,,,,,,,,,,,,,
Belgium,BEL,2021-08-20,,,,,90.86,,,74.04,,,,,89.38,,,95.96,79.69,,93.2,,,,,,,,,,,,,,,,
Belgium,BEL,2021-08-27,,,,,90.91,,,74.82,,,,,89.54,,,96.02,80.17,,93.29,,,,,,,,,,,,,,,,
Belgium,BEL,2021-09-03,,,,,90.96,,,75.64,,,,,89.7,,,96.09,80.64,,93.36,,,,,,,,,,,,,,,,
Belgium,BEL,2021-09-10,,,,,91,,,76.3,,,,,89.83,,,96.14,81.01,,93.44,,,,,,,,,,,,,,,,
Belgium,BEL,2021-09-17,,,,,91.03,,,76.93,,,,,89.96,,,96.19,81.35,,93.51,,,,,,,,,,,,,,,,
Belgium,BEL,2021-09-24,,,,,91.08,,,77.64,,,,,90.12,,,96.25,81.74,,93.61,,,,,,,,,,,,,,,,
Belgium,BEL,2021-10-01,,,,,91.13,,,78.3,,,,,90.26,,,96.31,82.1,,93.69,,,,,,,,,,,,,,,,
Belgium,BEL,2021-10-08,,,,,91.18,,,78.81,,,,,90.37,,,96.36,82.37,,93.77,,,,,,,,,,,,,,,,
Belgium,BEL,2021-10-15,,,,,91.24,,,79.3,,,,,90.47,,,96.41,82.64,,93.84,,,,,,,,,,,,,,,,
Belgium,BEL,2021-10-22,,,,,91.3,,,79.75,,,,,90.58,,,96.46,82.91,,93.9,,,,,,,,,,,,,,,,
Belgium,BEL,2021-10-29,,,,,91.38,,,80.22,,,,,90.71,,,96.52,83.22,,93.98,,,,,,,,,,,,,,,,
Belgium,BEL,2021-11-05,,,,,91.43,,,80.69,,,,,90.82,,,96.58,83.51,,94.06,,,,,,,,,,,,,,,,
Belgium,BEL,2021-11-12,,,,,91.48,,,81.11,,,,,90.93,,,96.63,83.78,,94.12,,,,,,,,,,,,,,,,
Belgium,BEL,2021-11-19,,,,,91.54,,,81.6,,,,,91.05,,,96.69,84.1,,94.21,,,,,,,,,,,,,,,,
Belgium,BEL,2021-11-26,,,,,91.6,,,81.98,,,,,91.16,,,96.75,84.37,,94.28,,,,,,,,,,,,,,,,
Belgium,BEL,2021-12-03,,,,,91.62,,,82.09,,,,,91.19,,,96.77,84.45,,94.3,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-01-08,,,,,0.04,,,0.04,,,,,0.46,,,0.12,0.18,,0.39,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-01-15,,,,,0.06,,,0.05,,,,,0.62,,,0.17,0.24,,0.53,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-01-22,,,,,0.07,,,0.06,,,,,0.72,,,0.2,0.29,,0.63,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-01-29,,,,,0.12,,,0.07,,,,,0.91,,,0.29,0.37,,0.82,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-02-05,,,,,0.31,,,0.1,,,,,1.29,,,0.42,0.51,,1.13,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-02-12,,,,,0.41,,,0.13,,,,,1.8,,,0.52,0.75,,1.47,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-02-19,,,,,0.71,,,0.32,,,,,2.88,,,0.95,1.37,,2.29,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-02-26,,,,,2.07,,,0.71,,,,,4.57,,,3.4,2.28,,4.52,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-03-05,,,,,3.29,,,0.96,,,,,5.73,,,5.64,2.86,,6.38,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-03-12,,,,,4.14,,,1.15,,,,,6.5,,,7.04,3.28,,7.53,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-03-19,,,,,4.31,,,1.26,,,,,6.92,,,7.31,3.56,,7.9,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-03-26,,,,,5.08,,,1.58,,,,,7.93,,,8.6,4.25,,9.11,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-04-02,,,,,5.99,,,1.94,,,,,9,,,10,5,,10.38,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-04-09,,,,,7.24,,,2.23,,,,,9.94,,,11.91,5.6,,11.9,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-04-16,,,,,8.3,,,2.48,,,,,10.8,,,13.56,6.16,,13.25,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-04-23,,,,,9.21,,,2.76,,,,,11.67,,,15.02,6.78,,14.49,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-04-30,,,,,10.07,,,3.14,,,,,12.56,,,16.33,7.43,,15.68,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-05-07,,,,,10.62,,,3.58,,,,,13.23,,,17.22,7.98,,16.53,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-05-14,,,,,11.7,,,4.04,,,,,14.19,,,18.85,8.69,,17.87,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-05-21,,,,,12.92,,,4.48,,,,,15.14,,,20.64,9.37,,19.31,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-05-28,,,,,13.82,,,4.82,,,,,15.83,,,21.89,9.86,,20.35,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-06-04,,,,,14.6,,,5.21,,,,,16.5,,,22.99,10.37,,21.25,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-06-11,,,,,15.33,,,5.62,,,,,17.16,,,24.01,10.88,,22.12,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-06-18,,,,,15.88,,,6.02,,,,,17.78,,,24.8,11.35,,22.84,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-06-25,,,,,16.37,,,6.35,,,,,18.34,,,25.53,11.75,,23.5,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-07-02,,,,,16.79,,,6.7,,,,,18.88,,,26.17,12.17,,24.13,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-07-09,,,,,17.26,,,7.15,,,,,19.54,,,26.88,12.66,,24.84,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-07-16,,,,,17.67,,,7.59,,,,,20.2,,,27.52,13.21,,25.49,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-07-23,,,,,18.05,,,8.05,,,,,20.86,,,28.11,13.75,,26.09,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-07-30,,,,,18.46,,,8.55,,,,,21.58,,,28.74,14.37,,26.77,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-08-06,,,,,18.88,,,9.09,,,,,22.34,,,29.4,15.02,,27.5,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-08-13,,,,,19.28,,,9.6,,,,,23.08,,,30.02,15.68,,28.16,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-08-20,,,,,19.67,,,10.17,,,,,23.81,,,30.61,16.38,,28.81,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-08-27,,,,,20.07,,,10.9,,,,,24.6,,,31.2,17.17,,29.48,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-09-03,,,,,20.41,,,11.62,,,,,25.34,,,31.73,17.94,,30.06,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-09-10,,,,,20.68,,,12.22,,,,,25.87,,,32.13,18.51,,30.49,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-09-17,,,,,20.96,,,12.83,,,,,26.39,,,32.53,19.06,,30.92,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-09-24,,,,,21.17,,,13.22,,,,,26.81,,,32.83,19.46,,31.25,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-10-01,,,,,21.37,,,13.6,,,,,27.22,,,33.13,19.88,,31.58,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-10-08,,,,,21.54,,,13.9,,,,,27.58,,,33.41,20.24,,31.89,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-10-15,,,,,21.72,,,14.28,,,,,28,,,33.71,20.7,,32.25,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-10-22,,,,,21.99,,,16.33,,,,,29.54,,,34.27,22.48,,33.25,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-10-29,,,,,22.44,,,19.04,,,,,31.78,,,35.18,24.83,,34.76,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-11-05,,,,,22.86,,,20.85,,,,,33.39,,,36.01,26.51,,35.94,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-11-12,,,,,23.25,,,22.03,,,,,34.46,,,36.7,27.65,,36.8,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-11-19,,,,,23.57,,,23.01,,,,,35.27,,,37.24,28.55,,37.47,,,,,,,,,,,,,,,,
Bulgaria,BGR,2021-11-26,,,,,23.85,,,23.85,,,,,35.94,,,37.73,29.34,,38.03,,,,,,,,,,,,,,,,
Croatia,HRV,2021-01-01,,,,,0.42,,,0,,,,,0.05,,,0.1,0.03,,0.03,,,,,,,,,,,,,,,,
Croatia,HRV,2021-01-08,,,,,3.37,,,0.17,,,,,1.07,,,1.01,0.75,,0.75,,,,,,,,,,,,,0.01,,,
Croatia,HRV,2021-01-15,,,,,4.43,,,0.29,,,,,1.84,,,1.57,1.22,,1.29,,,,,,,,,,,,,0.01,,0,0
Croatia,HRV,2021-01-22,,,,,5.23,,,0.36,,,,,2.34,,,2.02,1.54,,1.71,,,,,,,,,,,,,0.02,,0,0
Croatia,HRV,2021-01-29,,,,,5.35,,,0.38,,,,,2.4,,,2.1,1.59,,1.77,,,,,,,,,,,,,0.02,,0,0
Croatia,HRV,2021-02-05,,,,,5.5,,,0.4,,,,,2.49,,,2.22,1.64,,1.87,,,,,,,,,,,,,0.02,,0,0
Croatia,HRV,2021-02-12,,,,,6.58,,,0.46,,,,,2.87,,,3.15,1.85,,2.44,,,,,,,,,,,,,0.03,,0,0
Croatia,HRV,2021-02-19,,,,,11.6,,,0.59,,,,,3.62,,,5.55,2.25,,3.6,,,,,,,,,,,,,0.03,0,0,0
Croatia,HRV,2021-02-26,,,,,21.97,,,0.7,,,,,4.34,,,10.72,2.59,,5.39,,,,,,,,,,,,,0.05,0,0,0
Croatia,HRV,2021-03-05,,,,,28.21,,,0.78,,,,,4.97,,,16.66,2.86,,7.29,,,,,,,,,,,,,0.06,0,0,0
Croatia,HRV,2021-03-12,,,,,32.47,,,0.99,,,,,5.71,,,22.68,3.17,,9.57,,,,,,,,,,,,,0.07,0,0,0
Croatia,HRV,2021-03-19,,,,,35.15,,,1.1,,,,,6.58,,,28.56,3.51,,12.36,,,,,,,,,,,,,0.09,0,0,0
Croatia,HRV,2021-03-26,,,,,37.47,,,1.24,,,,,7.61,,,34,3.91,,15.52,,,,,,,,,,,,,0.1,0,0,0
Croatia,HRV,2021-04-02,,,,,39.6,,,1.43,,,,,8.68,,,39.19,4.31,,19.06,,,,,,,,,,,,,0.11,0,0,0
Croatia,HRV,2021-04-09,,,,,41.02,,,1.57,,,,,10.16,,,43.1,4.82,,23,,,,,,,,,,,,,0.12,0,0,0
Croatia,HRV,2021-04-16,,,,,42.8,,,1.88,,,,,12.57,,,47.41,5.79,,28.57,,,,,,,,,,,,,0.13,0,0,0.01
Croatia,HRV,2021-04-23,,,,,44.61,,,2.46,,,,,14.78,,,51.68,6.75,,33.12,,,,,,,,,,,,,0.16,0,0,0.01
Croatia,HRV,2021-04-30,,,,,46.27,,,2.92,,,,,18.1,,,55.2,8.42,,37.77,,,,,,,,,,,,,0.18,0,0,0.01
Croatia,HRV,2021-05-07,,,,,48.69,,,4.23,,,,,25.91,,,60.13,12.87,,45.97,,,,,,,,,,,,,0.28,0.01,0,0.01
Croatia,HRV,2021-05-14,,,,,50.79,,,6.65,,,,,33.48,,,63.8,18.59,,52.1,,,,,,,,,,,,,0.44,0.01,0,0.02
Croatia,HRV,2021-05-21,,,,,52.25,,,9.52,,,,,39.61,,,66.37,23.7,,56.44,,,,,,,,,,,,,0.64,0.01,0.01,0.02
Croatia,HRV,2021-05-28,,,,,53.3,,,12.08,,,,,43.23,,,68.17,27.2,,59.18,,,,,,,,,,,,,0.97,0.01,0.01,0.03
Croatia,HRV,2021-06-04,,,,,53.93,,,13.86,,,,,45.21,,,69.22,29.33,,60.71,,,,,,,,,,,,,1.31,0.01,0.01,0.04
Croatia,HRV,2021-06-11,,,,,54.56,,,16.45,,,,,47.16,,,70.2,31.32,,62.21,,,,,,,,,,,,,2.01,0.02,0.01,0.1
Croatia,HRV,2021-06-18,,,,,54.96,,,17.53,,,,,48.3,,,70.86,32.43,,63.11,,,,,,,,,,,,,2.45,0.02,0.01,0.17
Croatia,HRV,2021-06-25,,,,,55.21,,,18.32,,,,,49.06,,,71.28,33.16,,63.7,,,,,,,,,,,,,2.88,0.02,0.01,0.24
Croatia,HRV,2021-07-02,,,,,55.62,,,19.41,,,,,50.17,,,71.94,34.22,,64.62,,,,,,,,,,,,,3.4,0.02,0.01,0.31
Croatia,HRV,2021-07-09,,,,,56.07,,,21.01,,,,,51.63,,,72.64,35.69,,65.72,,,,,,,,,,,,,4.01,0.03,0.01,0.38
Croatia,HRV,2021-07-16,,,,,56.44,,,22.32,,,,,52.78,,,73.18,36.88,,66.55,,,,,,,,,,,,,4.51,0.03,0.01,0.45
Croatia,HRV,2021-07-23,,,,,56.79,,,23.49,,,,,53.75,,,73.66,37.91,,67.25,,,,,,,,,,,,,4.96,0.03,0.01,0.49
Croatia,HRV,2021-07-30,,,,,57.08,,,24.49,,,,,54.54,,,74.03,38.8,,67.8,,,,,,,,,,,,,5.33,0.03,0.01,0.53
Croatia,HRV,2021-08-06,,,,,57.26,,,25.09,,,,,55.01,,,74.26,39.34,,68.16,,,,,,,,,,,,,5.59,0.03,0.01,0.56
Croatia,HRV,2021-08-13,,,,,57.42,,,25.66,,,,,55.45,,,74.47,39.89,,68.49,,,,,,,,,,,,,5.84,0.03,0.01,0.59
Croatia,HRV,2021-08-20,,,,,57.59,,,26.3,,,,,56,,,74.73,40.5,,68.89,,,,,,,,,,,,,6.13,0.04,0.01,0.64
Croatia,HRV,2021-08-27,,,,,57.83,,,27.06,,,,,56.65,,,75.04,41.27,,69.36,,,,,,,,,,,,,6.51,0.04,0.01,0.7
Croatia,HRV,2021-09-03,,,,,58.07,,,27.79,,,,,57.27,,,75.38,41.98,,69.82,,,,,,,,,,,,,6.97,0.04,0.01,0.79
Croatia,HRV,2021-09-10,,,,,58.3,,,28.43,,,,,57.79,,,75.66,42.59,,70.23,,,,,,,,,,,,,7.27,0.04,0.01,0.85
